id,lng,lat,tract2,tract,Year,City,LACity,Community_Name,Detailed_Name,SPA,SD,CD,ca_ssd,ca_sad,us_cd,DemogSurvCt,YouthSurvCt,SheltHmisCt,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totCars,totVans,totCampers,totTents,totEncamp,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totEncampPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamEncampHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamEncampPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndEncampPeople,totYouthFamHH,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople
1,-118.4844279,34.17263539,1001,1001,2017,Burbank,2,Burbank,Burbank,2,5,0,25,43,28,0,0,0,0,1,10,0,0,2,3,2,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
2,-118.290014,34.27455141,1002,1002,2017,Burbank,2,Burbank,Burbank,2,5,0,25,43,28,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
3,-118.2937296,34.25928824,1,1,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
4,-118.4066953,33.94433104,1003,1003,2017,Burbank,2,Burbank,Burbank,2,5,0,25,43,28,0,0,0,0,1,17,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
5,-118.2928427,34.26842267,2,2,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,-118.2785947,33.74037085,1004,1004,2017,Burbank,2,Burbank,Burbank,2,5,0,25,43,28,5,0,0,0,1,2,0,0,0,1,1,0,9,0,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
7,-118.2915373,34.25251284,3,3,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
8,-118.2801595,34.25198541,4,4,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
9,-118.2717386,34.24502144,5,5,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,11,0,0,0,1,15,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
10,-118.2941517,34.2430441,6,6,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,2,4,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
11,-118.3531111,34.2230884,7,7,2017,Los Angeles,1,Sun Valley,Sun Valley Area NC,2,5,2,25,39,28,8,0,0,0,1,0,0,0,0,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
12,-118.3455011,34.21727051,8,8,2017,Los Angeles,1,Sun Valley,Sun Valley Area NC,2,5,2,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-118.3485156,34.20991295,9,9,2017,Los Angeles,1,Sun Valley,Sun Valley Area NC,2,5,2,18,39,29,6,0,0,0,1,0,0,0,1,0,3,0,1,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
14,-118.3293544,34.24251883,10,10,2017,Los Angeles,1,Foothill Trails,Foothill Trails District NC,2,5,7,25,39,28,0,0,0,0,1,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
15,-118.3071415,34.27389321,11,11,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,0,0,0,0,1,1,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
16,-118.3068364,34.26224143,12,12,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,10,0,2,0,0,0,0,0,0,0,1,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
17,-118.350949,34.27805177,13,13,2017,Los Angeles,1,Foothill Trails,Foothill Trails District NC,2,5,7,25,39,29,25,0,0,0,1,22,0,0,5,0,3,1,9,8,0,6,2,17,0,0,0,0,0,1,0,0,0,0,7,0,6,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55
18,-118.3523514,34.25851467,14,14,2017,Los Angeles,1,Foothill Trails,Foothill Trails District NC,2,5,7,25,39,28,0,0,0,0,1,3,0,0,0,1,2,0,3,0,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
19,-118.3129863,34.2552624,15,15,2017,Los Angeles,1,Sunland-Tujunga,Sunland-Tujunga NC,2,5,7,25,39,28,0,0,0,0,1,2,0,0,0,1,3,0,4,0,2,6,0,8,0,0,0,0,0,0,0,0,0,0,0,2,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
20,-118.3944151,34.28083522,16,16,2017,Los Angeles,1,Foothill Trails,Foothill Trails District NC,2,3,7,18,39,29,0,0,0,0,1,10,0,0,0,0,0,0,12,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
21,-118.4018328,34.27784407,17,17,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,10,1,1,1,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,8,0,8,15
22,-118.3963243,34.27342067,18,18,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
23,-118.3699885,34.28982653,19,19,2017,Los Angeles,1,Angeles National Forest,Kagel Canyon,2,3,7,25,39,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-118.417376,34.28619177,20,20,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,7,0,0,2,0,4,1,2,3,0,8,2,4,0,0,0,0,0,0,0,0,0,0,3,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
25,-118.4114878,34.27952606,21,21,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
26,-118.3986076,34.28837182,22,22,2017,Los Angeles,1,Foothill Trails,Foothill Trails District NC,2,3,7,18,39,29,0,0,0,0,1,4,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
27,-118.431291,34.27522398,23,23,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
28,-118.4211862,34.2737131,24,24,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
29,-118.433131,34.26804422,25,25,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
30,-118.4358698,34.25987172,26,26,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,7,0,0,0,3,2,0,2,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
31,-118.4286659,34.26331014,27,27,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,2,3,2,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
32,-118.4256412,34.25550465,28,28,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,21,23
33,-118.4187153,34.26110376,29,29,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
34,-118.4222119,34.25730035,30,30,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,2,0,0,5,4,1,0,0,8,7,2,0,0,0,0,0,0,0,1,0,0,0,0,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
35,-118.4155775,34.26813562,31,31,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
36,-118.4005974,34.25699913,32,32,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,6,0,0,6,3,17,3,0,10,5,36,5,0,0,0,1,0,0,1,0,2,0,0,9,5,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62
37,-118.408652,34.26188563,33,33,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,13,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
38,-118.4112688,34.25050616,34,34,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,-118.4158559,34.24710777,35,35,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
40,-118.4222084,34.24631418,36,36,2017,Los Angeles,1,Pacoima,Pacoima NC,2,3,7,18,39,29,2,0,0,0,1,7,0,0,1,3,1,0,5,2,5,2,0,10,0,0,0,0,0,0,0,0,0,0,1,5,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
41,-118.4454813,34.32533124,37,37,2017,Los Angeles,1,Sylmar,Sylmar NC,2,5,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-118.4270283,34.32436048,38,38,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,4,1,16,1,0,6,2,34,2,0,0,0,1,0,0,1,0,2,0,0,6,2,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
43,-118.4078504,34.31784349,39,39,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
44,-118.4107756,34.30782778,40,40,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,1,1,7,0,0,1,0,2,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,130,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,170,0,0,170,183
45,-118.4213531,34.3061147,41,41,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,10,1,0,0,1,9,0,0,0,0,14,0,6,0,0,29,0,12,0,0,0,0,0,0,0,2,0,0,0,0,28,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
46,-118.4279464,34.30366637,42,42,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,2,6,0,2,0,4,13,0,4,0,0,0,0,0,0,0,1,0,0,0,3,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
47,-118.4400265,34.30473339,43,43,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
48,-118.4479,34.31469603,44,44,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
49,-118.4578953,34.32420283,45,45,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
50,-118.4359537,34.31076171,46,46,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,-118.4393859,34.31382031,47,47,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
52,-118.4901397,34.32411183,48,48,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,1,5,0,0,0,2,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
53,-118.4606304,34.3086644,49,49,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,11,1,6,4,3,17,2,13,7,6,1,0,0,0,0,2,0,1,0,0,16,2,12,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,44
54,-118.5269679,34.32476725,50,50,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,-118.4754581,34.30561683,51,51,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,6,0,0,0,1,0,0,0,3,2,3,0,0,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
56,-118.508627,34.29830598,52,52,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,-118.5090153,34.28908921,53,53,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
58,-118.5194775,34.288937,54,54,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,38,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
59,-118.4950702,34.28817898,55,55,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,39,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,-118.4949062,34.28107551,56,56,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,5,12,18,39,30,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
61,-118.4554764,34.29115416,57,57,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,-118.4582624,34.2883919,58,58,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,-118.4456574,34.30082466,59,59,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
64,-118.447794,34.29693085,60,60,2017,Los Angeles,1,Sylmar,Sylmar NC,2,3,7,18,39,29,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
65,-118.5419049,34.28020765,61,61,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,-118.5550387,34.28090681,62,62,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,-118.5415842,34.28613021,63,63,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,-118.5458688,34.29318827,64,64,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,-118.5628321,34.28497253,65,65,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,25,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
70,-118.5810349,34.28389167,66,66,2017,Los Angeles,1,Porter Ranch,Porter Ranch NC,2,5,12,27,38,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,-118.4630239,34.27602394,67,67,2017,Los Angeles,1,Mission Hills,Mission Hills NC,2,3,7,18,39,29,0,0,58,0,1,13,0,0,2,0,0,0,10,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,35
72,-118.4760277,34.27613752,68,68,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,3,12,18,39,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,-118.4809568,34.27207563,69,69,2017,Los Angeles,1,Granada Hills,Granada Hills North NC,2,3,12,18,39,29,0,0,0,0,1,15,1,3,7,2,8,0,3,11,4,17,0,6,0,0,0,0,0,1,0,1,0,0,10,3,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,55
